peak_id,SRR5800657,SRR5800660
peak4735,43,108
peak4736,52,6
peak4737,144,198
peak4738,25,25
peak4739,6,10
peak4740,4,31
peak4741,79,121
peak4742,101,94
peak4743,11,48
peak4744,62,212
peak4745,109,122
peak4746,28,37
peak4747,58,57
peak4748,375,443
peak4749,271,317
peak4750,149,164
peak4751,5,3
peak4752,28,19
peak4753,18,52
peak4754,4,5
peak4755,5,2
peak4756,115710,67396
peak4757,0,5
peak4758,5,29
peak4759,11,26
peak4760,3,19
peak4761,2,14
peak4762,14,32
peak4763,9,8
peak4764,16,32
peak4765,4,19
peak4766,8,29
peak4767,5,6
peak4768,7,20
peak4769,2,20
peak4770,15,22
peak4771,0,0
peak4772,4,9
peak4773,3,13
peak4774,18,56
peak4775,19,32
peak4776,5,23
peak4777,3,14
peak4778,4,16
peak4779,15,7
peak4780,0,2
peak4781,4,3
peak4782,8,5
peak4783,2,10
peak4784,3,3
peak4785,8,6
peak4786,0,1
peak4787,11,34
peak4788,5,8
peak4789,1,10
peak4790,36,108
peak4791,5,5
peak4792,2,21
peak4793,16,12
peak4794,2,8
peak4795,0,1
peak4796,7,18
peak4797,5,9
peak4798,40,76
peak4799,11,5
peak4800,8,33
peak4801,1,6
peak4802,2,4
peak4803,0,3
peak4804,1,17
peak4805,14,31
peak4806,3,17
peak4807,51,49
peak4808,2,3
peak4809,2,3
peak4810,15,42
peak4811,12,14
peak4812,2,3
peak4813,0,0
peak4814,6,5
peak4815,17,44
peak4816,25,12
peak4817,6,14
peak4818,10,18
peak4819,6,7
peak4820,7,25
peak4821,9,19
peak4822,20,33
peak4823,17,36
peak4824,3,11
peak4825,13,20
peak4826,6,7
peak4827,19,48
peak4828,23,51
peak4829,11,21
peak4830,24,20
peak4831,0,1
peak4832,11,41
peak4833,0,8
peak4834,6,9
peak4835,1,8
peak4836,0,1
peak4837,3,12
peak4838,37,55
peak4839,16,25
peak4840,39,78
peak4841,24,29
peak4842,0,49
peak4843,61,90
peak4844,22,25
peak4845,39,43
peak4846,26,95
peak4847,63,73
peak4848,59,142
peak4849,75,121
peak4850,129,184
peak4851,35,23
peak4852,43,77
peak4853,65,80
peak4854,77,82
peak4855,48,49
peak4856,104,90
peak4857,36,37
peak4858,19,9
peak4859,22,35
peak4860,11,62
peak4861,45,105
peak4862,20,30
peak4863,5,30
peak4864,32,45
peak4865,40,81
peak4866,41,55
peak4867,19,80
peak4868,31,32
peak4869,139,173
peak4870,128,165
peak4871,24,22
peak4872,50,20
peak4873,73,100
peak4874,32,35
peak4875,0,40
peak4876,18,32
peak4877,44,107
peak4878,71,61
peak4879,34,48
peak4880,10,34
peak4881,39,39
peak4882,9,32
peak4883,16,13
peak4884,16,26
peak4885,61,62
peak4886,39,72
peak4887,33,29
peak4888,27,48
peak4889,13,11
peak4890,19,39
peak4891,46,73
peak4892,41,65
peak4893,49,54
peak4894,36,40
peak4895,52,38
peak4896,59,66
peak4897,18,36
peak4898,26,26
peak4899,37,47
peak4900,25,82
peak4901,55,72
peak4902,27,8
peak4903,102,68
peak4904,97,51
peak4905,90,95
peak4906,16,20
peak4907,62,69
peak4908,34,28
peak4909,49,36
peak4910,149,189
peak4911,39,63
peak4912,122,116
peak4913,110,119
peak4914,28,67
peak4915,17,69
peak4916,69,115
peak4917,31,48
peak4918,160,215
peak4919,27,21
peak4920,17,68
peak4921,4,17
peak4922,33,45
peak4923,92,107
peak4924,35,50
peak4925,94,126
peak4926,31,25
peak4927,19,30
peak4928,79,84
peak4929,0,26
peak4930,29,67
peak4931,49,56
peak4932,24,36
peak4933,33,50
peak4934,26,38
peak4935,22,70
peak4936,64,94
peak4937,64,100
peak4938,81,105
peak4939,611,797
peak4940,62,79
peak4941,113,189
peak4942,737,888
peak4943,63,114
peak4944,462,668
peak4945,141,212
peak4946,112,209
peak4947,142,176
peak4948,143,177
peak4949,113,183
peak4950,53,93
peak4951,104,113
peak4952,34,14
peak4953,81,100
peak4954,73,79
peak4955,31,44
peak4956,11,34
peak4957,16,27
peak4958,35,16
peak4959,31,26
peak4960,45,76
peak4961,31,43
peak4962,26,21
peak4963,19,19
peak4964,52,57
peak4965,39,60
peak4966,28,37
peak4967,83,121
peak4968,18,16
peak4969,25,18
peak4970,59,102
peak4971,26,20
peak4972,29,48
peak4973,54,53
peak4974,62,33
peak4975,39,30
peak4976,33,44
peak4977,56,85
peak4978,60,39
peak4979,86,173
peak4980,87,106
peak4981,84,87
peak4982,98,63
peak4983,19,28
peak4984,74,118
peak4985,55,63
peak4986,30,35
peak4987,75,71
peak4988,86,115
peak4989,48,72
peak4990,179,165
peak4991,37,18
peak4992,73,23
peak4993,66,98
peak4994,80,193
peak4995,94,110
peak4996,23,34
peak4997,97,127
peak4998,30,27
peak4999,42,58
peak5000,112,92
peak5001,376,483
peak5002,19,8
peak5003,12,33
peak5004,45,80
peak5005,47,38
peak5006,211,275
peak5007,40,62
peak5008,108,138
peak5009,42,95
peak5010,86,143
peak5011,46,68
peak5012,78,119
peak5013,151,124
peak5014,57,35
peak5015,177,235
peak5016,37,90
peak5017,179,287
peak5018,84,124
peak5019,42,39
peak5020,143,136
peak5021,91,112
peak5022,66,99
peak5023,13,4
peak5024,63,84
peak5025,180,263
peak5026,147,195
peak5027,109,81
peak5028,225,289
peak5029,23,30
peak5030,141,240
peak5031,205,404
peak5032,123,207
peak5033,77,23
peak5034,45,85
peak5035,124,147
peak5036,107,120
peak5037,39,14
peak5038,214,178
peak5039,30,34
peak5040,40,34
peak5041,89,92
peak5042,284,331
peak5043,296,427
peak5044,194,242
peak5045,8,63
peak5046,63,83
peak5047,66,101
peak5048,81,104
peak5049,83,98
peak5050,71,128
peak5051,25,33
peak5052,114,94
peak5053,210,311
peak5054,192,234
peak5055,11,4
peak5056,57,16
peak5057,67,53
peak5058,112,89
peak5059,65,86
peak5060,121,155
peak5061,105,82
peak5062,3381,2381
peak5063,28,53
peak5064,2,14
peak5065,2,43
peak5066,10,2
peak5067,38,75
peak5068,169,114
peak5069,20,81
peak5070,20,140
peak5071,22,56
peak5072,249,321
peak5073,24,50
peak5074,154,169
peak5075,129,163
peak5076,163,243
peak5077,327,496
peak5078,172,222
peak5079,309,604
peak5080,52,310
peak5081,194,211
peak5082,135,175
peak5083,315,244
peak5084,60,52
peak5085,18,100
peak5086,54,42
peak5087,61,81
peak5088,29,50
peak5089,120,214
peak5090,41,12
peak5091,44,130
peak5092,15,38
peak5093,94,135
peak5094,69,76
peak5095,116,171
peak5096,18,8
peak5097,163,160
peak5098,24,14
peak5099,64,63
peak5100,255,276
peak5101,23,41
peak5102,19,63
peak5103,30,20
peak5104,65,46
peak5105,58,102
peak5106,35,14
peak5107,40,9
peak5108,70,69
peak5109,29,9
peak5110,43,16
peak5111,67,116
peak5112,116,60
peak5113,33,6
peak5114,88,90
peak5115,29,21
peak5116,14,7
peak5117,50,28
peak5118,208,257
peak5119,141,134
peak5120,206,224
peak5121,105,57
peak5122,37,177
peak5123,197,143
peak5124,97,94
peak5125,26,58
peak5126,9,13
peak5127,43,59
peak5128,51,82
peak5129,46,78
peak5130,17,64
peak5131,84,10
peak5132,184,204
peak5133,134,113
peak5134,77,125
peak5135,88,81
peak5136,221,122
peak5137,25,84
peak5138,69,56
peak5139,35,43
peak5140,30,77
peak5141,105,187
peak5142,190,193
peak5143,166,372
peak5144,149,151
peak5145,236,143
peak5146,214,141
peak5147,27,43
peak5148,56,21
peak5149,5,1
peak5150,12,3
peak5151,24,6
peak5152,23,19
peak5153,193,194
peak5154,121,106
peak5155,11,21
peak5156,68,67
peak5157,26,17
peak5158,109,174
peak5159,133,151
peak5160,52,96
peak5161,133,192
peak5162,69,64
peak5163,225,165
peak5164,164,131
peak5165,85,92
peak5166,78,128
peak5167,91,72
peak5168,34,23
peak5169,63,138
peak5170,5,97
peak5171,57,96
peak5172,139,75
peak5173,38,28
peak5174,16,16
peak5175,64,21
peak5176,44,32
peak5177,49,51
peak5178,62,36
peak5179,85,71
peak5180,52,54
peak5181,24,32
peak5182,15,9
peak5183,59,85
peak5184,48,74
peak5185,37,36
peak5186,34,70
peak5187,46,44
peak5188,25,40
peak5189,27,32
peak5190,30,37
peak5191,33,108
peak5192,108,176
peak5193,33,73
peak5194,78,98
peak5195,45,36
peak5196,15,15
peak5197,25,70
peak5198,10,23
peak5199,108,47
peak5200,73,51
peak5201,146,258
peak5202,16,45
peak5203,44,32
peak5204,115,165
peak5205,41,61
peak5206,115,159
peak5207,57,55
peak5208,36,62
peak5209,38,112
peak5210,25,26
peak5211,60,56
peak5212,84,71
peak5213,62,63
peak5214,30,75
peak5215,38,40
peak5216,9,34
peak5217,33,52
peak5218,24,40
peak5219,34,37
peak5220,92,104
peak5221,118,88
peak5222,40,70
peak5223,39,46
peak5224,71,70
peak5225,86,98
peak5226,48,116
peak5227,19,6
peak5228,279,525
peak5229,161,299
peak5230,130,160
peak5231,234,279
peak5232,5,38
peak5233,28,29
peak5234,11,57
peak5235,44,206
peak5236,178,273
peak5237,33,98
peak5238,41,103
peak5239,26,52
peak5240,6,15
peak5241,9,35
peak5242,2,32
peak5243,14,13
peak5244,14,45
peak5245,6,37
peak5246,0,18
peak5247,92,78
peak5248,14,1
peak5249,10,12
peak5250,19,57
peak5251,97,90
peak5252,4,39
peak5253,29,46
peak5254,25,22
peak5255,142,198
peak5256,1,6
peak5257,4,2
peak5258,3,0
peak5259,2,5
peak5260,2,4
peak5261,3,1
peak5262,0,3
peak5263,1,8
peak5264,2,4
peak5265,2,3
peak5266,2,0
peak5267,2,0
peak5268,113,94
peak5269,3,27
peak5270,9,43
peak5271,13,6
peak5272,10,31
peak5273,23,12
peak5274,107,127
peak5275,31,127
peak5276,45,45
peak5277,40,67
peak5278,173,214
peak5279,51,71
peak5280,42,92
peak5281,3,12
peak5282,14,41
peak5283,22,57
peak5284,8,90
peak5285,37,54
peak5286,5,16
peak5287,292,342
peak5288,31,20
peak5289,2,58
peak5290,73,98
peak5291,2,55
peak5292,97,67
peak5293,0,19
peak5294,36,6
peak5295,14,29
peak5296,46,20
peak5297,65,96
peak5298,57,53
peak5299,32,25
peak5300,169,137
peak5301,51,41
peak5302,22,17
peak5303,56,68
peak5304,15,31
peak5305,13,8
peak5306,50,47
peak5307,159,187
peak5308,38,17
peak5309,40,14
peak5310,26,31
peak5311,33,81
peak5312,10,57
peak5313,2,32
peak5314,15,1
peak5315,19,3
peak5316,34,30
peak5317,16,62
peak5318,1,24
peak5319,1,11
peak5320,16,56
peak5321,14,5
peak5322,8,17
peak5323,67,102
peak5324,1,3
peak5325,66,44
peak5326,1,4
peak5327,0,4
peak5328,5,5
peak5329,23,25
peak5330,95,64
peak5331,97,55
peak5332,85,57
peak5333,6,4
peak5334,24,6
peak5335,6,44
peak5336,19,1
peak5337,137,218
peak5338,7,20
peak5339,78,82
peak5340,148,145
peak5341,47,61
peak5342,77,96
peak5343,76,98
peak5344,38,40
peak5345,57,51
peak5346,70,48
peak5347,30,5
peak5348,28,35
peak5349,74,69
peak5350,90,128
peak5351,29,55
peak5352,5,41
peak5353,71,71
peak5354,34,110
peak5355,31,37
peak5356,41,9
peak5357,122,116
peak5358,18,28
peak5359,48,25
peak5360,33,42
peak5361,107,139
peak5362,63,57
peak5363,26,54
peak5364,60,107
peak5365,22,43
peak5366,24,36
peak5367,19,10
peak5368,18,6
peak5369,31,15
peak5370,101,93
peak5371,34,31
peak5372,35,30
peak5373,142,131
peak5374,4,13
peak5375,34,34
peak5376,12,32
peak5377,107,168
peak5378,71,104
peak5379,69,98
peak5380,1,51
peak5381,11,3
peak5382,81,121
peak5383,80,64
peak5384,9,15
peak5385,83,28
peak5386,27,25
peak5387,88,122
peak5388,86,123
peak5389,89,178
peak5390,20,45
peak5391,38,27
peak5392,40,34
peak5393,53,54
peak5394,31,15
peak5395,43,53
peak5396,81,98
peak5397,80,74
peak5398,22,11
peak5399,20,45
peak5400,35,55
peak5401,88,176
peak5402,115,129
peak5403,65,77
peak5404,33,55
peak5405,15,118
peak5406,111,106
peak5407,252,334
peak5408,74,78
peak5409,83,113
peak5410,81,111
peak5411,11,3
peak5412,162,213
peak5413,37,56
peak5414,42,96
peak5415,13,28
peak5416,36,49
peak5417,61,90
peak5418,95,122
peak5419,35,19
peak5420,215,175
peak5421,259,291
peak5422,305,443
peak5423,4,44
peak5424,75,60
peak5425,47,58
peak5426,49,45
peak5427,87,85
peak5428,73,92
peak5429,27,32
peak5430,53,70
peak5431,22,11
peak5432,36,54
peak5433,83,123
peak5434,31,28
peak5435,65,43
peak5436,22,30
peak5437,44,114
peak5438,5,94
peak5439,117,161
peak5440,78,101
peak5441,94,84
peak5442,84,112
peak5443,72,159
peak5444,68,68
peak5445,385,693
peak5446,135,147
peak5447,52,25
peak5448,76,55
peak5449,126,192
peak5450,33,37
peak5451,97,263
peak5452,18,32
peak5453,55,82
peak5454,131,209
peak5455,114,197
peak5456,74,55
peak5457,157,170
peak5458,69,91
peak5459,111,165
peak5460,171,216
peak5461,93,41
peak5462,34,27
peak5463,21,12
peak5464,52,83
peak5465,139,167
peak5466,136,159
peak5467,247,405
peak5468,60,52
peak5469,103,141
peak5470,12,14
peak5471,258,435
peak5472,53,37
peak5473,90,63
peak5474,12,19
peak5475,50,89
peak5476,26,20
peak5477,108,154
peak5478,78,132
peak5479,64,152
peak5480,138,201
peak5481,53,70
peak5482,290,469
peak5483,34,60
peak5484,45,71
peak5485,118,153
peak5486,83,138
peak5487,39,61
peak5488,238,363
peak5489,35,70
peak5490,39,33
peak5491,46,86
peak5492,129,252
peak5493,208,248
peak5494,261,281
peak5495,52,33
peak5496,27,17
peak5497,33,16
peak5498,209,334
peak5499,96,126
peak5500,59,59
peak5501,95,126
peak5502,160,246
peak5503,4,26
peak5504,108,154
peak5505,79,140
peak5506,71,103
peak5507,36,41
peak5508,92,97
peak5509,64,33
peak5510,227,401
peak5511,137,85
peak5512,57,131
peak5513,35,50
peak5514,24,57
peak5515,157,245
peak5516,83,116
peak5517,33,47
peak5518,91,82
peak5519,71,120
peak5520,17,7
peak5521,278,357
peak5522,91,120
peak5523,33,54
peak5524,124,189
peak5525,128,108
peak5526,73,74
peak5527,37,106
peak5528,55,72
peak5529,89,102
peak5530,83,114
peak5531,52,123
peak5532,1,5
peak5533,131,151
peak5534,69,77
peak5535,53,40
peak5536,275,292
peak5537,12,51
peak5538,20,29
peak5539,195,400
peak5540,56,79
peak5541,115,117
peak5542,103,47
peak5543,53,90
peak5544,56,47
peak5545,117,159
peak5546,198,175
peak5547,104,102
peak5548,35,20
peak5549,25,24
peak5550,41,12
peak5551,222,346
peak5552,73,87
peak5553,173,184
peak5554,30,49
peak5555,96,111
peak5556,37,46
peak5557,65,154
peak5558,87,116
peak5559,117,157
peak5560,137,202
peak5561,105,147
peak5562,78,96
peak5563,149,155
peak5564,31,33
peak5565,101,73
peak5566,38,63
peak5567,35,48
peak5568,199,271
peak5569,58,68
peak5570,44,66
peak5571,96,147
peak5572,155,222
peak5573,150,262
peak5574,75,93
peak5575,71,130
peak5576,50,60
peak5577,26,44
peak5578,49,61
peak5579,55,83
peak5580,83,95
peak5581,83,85
peak5582,25,91
peak5583,51,50
peak5584,182,127
peak5585,120,113
peak5586,199,295
peak5587,67,31
peak5588,49,73
peak5589,82,54
peak5590,30,48
peak5591,80,109
peak5592,88,70
peak5593,68,82
peak5594,66,57
peak5595,39,67
peak5596,32,82
peak5597,242,367
peak5598,205,271
peak5599,71,47
peak5600,23,18
peak5601,21,15
peak5602,82,119
peak5603,99,81
peak5604,191,243
peak5605,59,58
peak5606,54,107
peak5607,33,47
peak5608,99,93
peak5609,70,119
peak5610,54,55
peak5611,101,218
peak5612,207,483
peak5613,31,43
peak5614,192,215
peak5615,57,93
peak5616,91,92
peak5617,243,457
peak5618,221,140
peak5619,266,417
peak5620,123,86
peak5621,146,208
peak5622,9,4
peak5623,29,53
peak5624,72,153
peak5625,62,104
peak5626,41,43
peak5627,22,29
peak5628,129,232
peak5629,35,94
peak5630,68,102
peak5631,78,104
peak5632,33,83
peak5633,162,390
peak5634,1,68
peak5635,10,45
peak5636,74,217
peak5637,3,26
peak5638,23,33
peak5639,12,12
peak5640,8,6
peak5641,4,9
peak5642,5,7
peak5643,7,3
peak5644,6,10
peak5645,6,23
peak5646,17,27
peak5647,8,17
peak5648,16,20
peak5649,8,10
peak5650,1,15
peak5651,3,9
peak5652,6,5
peak5653,11,7
peak5654,0,5
peak5655,13,20
peak5656,6,25
peak5657,8,18
peak5658,9,6
peak5659,34,34
peak5660,3,19
peak5661,3,15
peak5662,9,5
peak5663,9,8
peak5664,8,4
peak5665,34,59
peak5666,20,37
peak5667,9,18
peak5668,7,4
peak5669,2,1
peak5670,1,13
peak5671,2,3
peak5672,2,8
peak5673,4,2
peak5674,5,7
peak5675,10,9
peak5676,6,11
peak5677,3,11
peak5678,0,8
peak5679,8,13
peak5680,6,4
peak5681,1,0
peak5682,13,11
peak5683,1,2
peak5684,19,27
peak5685,1,10
peak5686,6,5
peak5687,10,6
peak5688,4,5
peak5689,7,12
peak5690,3,9
peak5691,9,3
peak5692,8,14
peak5693,9,12
peak5694,5,21
peak5695,8,25
peak5696,11,4
peak5697,0,6
peak5698,2,13
peak5699,8,19
peak5700,4,2
peak5701,3,2
peak5702,5,3
peak5703,3,2
peak5704,14,5
peak5705,1,0
peak5706,1,11
peak5707,8,11
peak5708,4,6
peak5709,3,13
peak5710,4,9
peak5711,2,10
peak5712,3,2
peak5713,11,22
peak5714,2,13
peak5715,9,9
peak5716,7,3
peak5717,6,10
peak5718,5,2
peak5719,10,7
peak5720,6,1
peak5721,1,2
peak5722,2,13
peak5723,2,19
peak5724,0,4
peak5725,6,6
peak5726,4,2
peak5727,2,2
peak5728,5,1
peak5729,3,13
peak5730,6,5
peak5731,15,34
peak5732,2,6
peak5733,2,7
peak5734,4,18
peak5735,2,9
peak5736,2,0
peak5737,0,8
peak5738,8,21
peak5739,8,17
peak5740,5,0
peak5741,11,8
peak5742,11,3
peak5743,6,9
peak5744,7,5
peak5745,8,2
peak5746,6,8
peak5747,2,8
peak5748,3,5
peak5749,8,0
peak5750,16,21
peak5751,4,12
peak5752,4,1
peak5753,6,6
peak5754,8,19
peak5755,11,7
peak5756,7,7
peak5757,2,5
peak5758,6,7
peak5759,2,3
peak5760,1,0
peak5761,0,1
peak5762,16,26
peak5763,6,7
peak5764,0,4
peak5765,13,10
peak5766,14,31
peak5767,2,3
peak5768,13,7
peak5769,3,6
peak5770,2,8
peak5771,16,11
peak5772,7,9
peak5773,0,8
peak5774,29,17
peak5775,2,9
peak5776,8,9
peak5777,0,6
peak5778,0,7
peak5779,5,6
peak5780,2,0
peak5781,3,12
peak5782,3,18
peak5783,0,5
peak5784,4,6
peak5785,0,4
peak5786,7,6
peak5787,1,0
peak5788,3,1
peak5789,0,14
peak5790,3,14
peak5791,6,13
peak5792,4,6
peak5793,1,9
peak5794,14,12
peak5795,1,3
peak5796,2,10
peak5797,2,8
peak5798,16,4
peak5799,5,1
peak5800,6,8
peak5801,19,13
peak5802,10,11
peak5803,11,19
peak5804,5,2
peak5805,1,5
peak5806,7,6
peak5807,5,4
peak5808,6,15
peak5809,0,0
peak5810,7,13
peak5811,2,1
peak5812,5,14
peak5813,11,15
peak5814,3,14
peak5815,8,5
peak5816,4,21
peak5817,11,25
peak5818,4,3
peak5819,8,18
peak5820,6,4
peak5821,2,13
peak5822,1,3
peak5823,13,20
peak5824,5,17
peak5825,3,1
peak5826,4,12
peak5827,2,22
peak5828,4,9
peak5829,5,8
peak5830,5,7
peak5831,2,3
peak5832,5,10
peak5833,2,0
peak5834,69,117
peak5835,93,237
peak5836,22,6
peak5837,21,60
peak5838,56,107
peak5839,27,13
peak5840,57,98
peak5841,44,53
peak5842,20,24
peak5843,10,89
peak5844,6,9
peak5845,36,39
peak5846,127,236
peak5847,37,26
peak5848,179,148
peak5849,89,72
peak5850,145,222
peak5851,50,139
peak5852,72,170
peak5853,54,98
peak5854,67,100
peak5855,10,21
peak5856,43,85
peak5857,37,48
peak5858,27,58
peak5859,68,122
peak5860,116,163
peak5861,115,131
peak5862,110,291
peak5863,13,53
peak5864,52,166
peak5865,54,140
peak5866,24,3
peak5867,62,109
peak5868,352,413
peak5869,126,235
peak5870,82,161
peak5871,36,67
peak5872,80,76
peak5873,67,68
peak5874,33,26
peak5875,39,55
peak5876,82,100
peak5877,13,6
peak5878,133,67
peak5879,67,100
peak5880,28,28
peak5881,46,49
peak5882,131,171
peak5883,20,85
peak5884,196,103
peak5885,44,93
peak5886,37,57
peak5887,10,27
peak5888,18,38
peak5889,24,57
peak5890,54,56
peak5891,85,125
peak5892,99,161
peak5893,75,106
peak5894,33,20
peak5895,22,25
peak5896,37,43
peak5897,46,16
peak5898,72,144
peak5899,29,57
peak5900,38,53
peak5901,13,22
peak5902,79,108
peak5903,24,46
peak5904,69,58
peak5905,74,162
peak5906,22,75
peak5907,29,15
peak5908,24,66
peak5909,5,28
peak5910,52,88
peak5911,56,66
peak5912,43,79
peak5913,94,111
peak5914,21,31
peak5915,17,17
peak5916,48,40
peak5917,21,27
peak5918,24,30
peak5919,15,29
peak5920,73,32
peak5921,129,133
peak5922,25,11
peak5923,137,160
peak5924,52,77
peak5925,28,32
peak5926,199,288
peak5927,27,18
peak5928,130,75
peak5929,82,32
peak5930,36,32
peak5931,81,146
peak5932,123,248
peak5933,390,573
peak5934,56,85
peak5935,29,77
peak5936,157,279
peak5937,22,14
peak5938,94,59
peak5939,144,72
peak5940,65,35
peak5941,28,11
peak5942,12,12
peak5943,13,10
peak5944,12,66
peak5945,23,39
peak5946,34,38
peak5947,56,93
peak5948,12,11
peak5949,34,82
peak5950,68,134
peak5951,32,24
peak5952,24,13
peak5953,48,75
peak5954,25,59
peak5955,48,41
peak5956,67,34
peak5957,27,20
peak5958,63,37
peak5959,56,50
peak5960,95,107
peak5961,119,104
peak5962,46,54
peak5963,46,80
peak5964,4,54
peak5965,39,15
peak5966,50,36
peak5967,23,17
peak5968,37,52
peak5969,88,130
peak5970,5,24
peak5971,52,79
peak5972,99,118
peak5973,64,127
peak5974,212,357
peak5975,59,112
peak5976,125,184
peak5977,126,225
peak5978,42,45
peak5979,25,82
peak5980,63,119
peak5981,63,48
peak5982,38,50
peak5983,100,145
peak5984,14,3
peak5985,70,67
peak5986,48,35
peak5987,96,162
peak5988,348,393
peak5989,30,17
peak5990,63,80
peak5991,53,83
peak5992,30,85
peak5993,20,17
peak5994,95,39
peak5995,11,2
peak5996,20,27
peak5997,20,7
peak5998,106,188
peak5999,46,31
peak6000,126,168
peak6001,35,50
peak6002,87,111
peak6003,4,37
peak6004,89,59
peak6005,110,148
peak6006,35,67
peak6007,81,220
peak6008,47,65
peak6009,36,53
peak6010,90,96
peak6011,145,110
peak6012,90,34
peak6013,92,8
peak6014,146,279
peak6015,76,71
peak6016,44,29
peak6017,99,86
peak6018,131,172
peak6019,71,80
peak6020,184,371
peak6021,148,165
peak6022,113,32
peak6023,46,47
peak6024,158,178
peak6025,59,84
peak6026,79,117
peak6027,60,61
peak6028,49,49
peak6029,249,299
peak6030,51,26
peak6031,18,8
peak6032,33,28
peak6033,103,55
peak6034,44,37
peak6035,103,183
peak6036,122,153
peak6037,110,160
peak6038,50,50
peak6039,45,18
peak6040,30,21
peak6041,69,154
peak6042,52,40
peak6043,25,50
peak6044,273,622
peak6045,28,26
peak6046,21,50
peak6047,179,243
peak6048,81,85
peak6049,22,23
peak6050,85,149
peak6051,9,29
peak6052,46,38
peak6053,53,166
peak6054,46,81
peak6055,173,229
peak6056,127,125
peak6057,61,92
peak6058,35,32
peak6059,86,106
peak6060,92,151
peak6061,71,90
peak6062,61,126
peak6063,112,127
peak6064,25,30
peak6065,26,117
peak6066,53,44
peak6067,79,93
peak6068,28,39
peak6069,27,32
peak6070,45,111
peak6071,51,39
peak6072,92,77
peak6073,14,2
peak6074,132,271
peak6075,42,81
peak6076,52,66
peak6077,19,58
peak6078,29,89
peak6079,66,106
peak6080,84,197
peak6081,27,25
peak6082,23,48
peak6083,80,142
peak6084,280,327
peak6085,54,30
peak6086,121,130
peak6087,184,227
peak6088,41,62
peak6089,99,107
peak6090,51,68
peak6091,149,144
peak6092,37,35
peak6093,75,92
peak6094,125,192
peak6095,52,74
peak6096,8,26
peak6097,106,131
peak6098,62,155
peak6099,28,66
peak6100,136,276
peak6101,17,118
peak6102,62,80
peak6103,38,88
peak6104,28,42
peak6105,153,159
peak6106,73,99
peak6107,22,52
peak6108,28,40
peak6109,52,81
peak6110,124,125
peak6111,48,104
peak6112,77,107
peak6113,81,80
peak6114,42,60
peak6115,49,30
peak6116,100,188
peak6117,72,135
peak6118,83,98
peak6119,25,16
peak6120,203,272
peak6121,30,24
peak6122,24,20
peak6123,17,29
peak6124,43,26
peak6125,296,386
peak6126,85,98
peak6127,209,315
peak6128,53,62
peak6129,387,586
peak6130,96,83
peak6131,52,79
peak6132,117,196
peak6133,115,205
peak6134,62,154
peak6135,10,5
peak6136,20,11
peak6137,86,51
peak6138,54,35
peak6139,139,237
peak6140,8,63
peak6141,87,186
peak6142,61,70
peak6143,156,291
peak6144,28,18
peak6145,192,282
peak6146,221,189
peak6147,156,81
peak6148,56,77
peak6149,36,17
peak6150,16,12
peak6151,11,24
peak6152,9,39
