peak_id,SRR5800657,SRR5800660
peak9510,99,117
peak9511,104,144
peak9512,172,186
peak9513,90,94
peak9514,14757,11592
peak9515,41656,28973
peak9516,37108,25834
peak9517,2145,1850
peak9518,72,71
peak9519,14,54
peak9520,40,16
peak9521,76,90
peak9522,27,30
peak9523,104,77
peak9524,114,60
peak9525,108,40
peak9526,18,15
peak9527,40,18
peak9528,77,32
peak9529,144,47
peak9530,78,160
peak9531,173,208
peak9532,60,71
peak9533,10,1
peak9534,10,6
peak9535,141,108
peak9536,54,51
peak9537,84,74
peak9538,176,123
peak9539,45,75
peak9540,66,117
peak9541,1,46
peak9542,30,5
peak9543,5,29
peak9544,23,50
peak9545,10,36
peak9546,75,124
peak9547,77,47
peak9548,6,64
peak9549,40,45
peak9550,215,213
peak9551,109,104
peak9552,10,2
peak9553,26,18
peak9554,116,131
peak9555,65,94
peak9556,34,30
peak9557,38,15
peak9558,104,69
peak9559,59,31
peak9560,33,37
peak9561,38,42
peak9562,28,169
peak9563,73,157
peak9564,180,222
peak9565,26,40
peak9566,176,268
peak9567,27,22
peak9568,100,129
peak9569,152,105
peak9570,79,86
peak9571,30,6
peak9572,55,58
peak9573,130,136
peak9574,108,35
peak9575,139,160
peak9576,72,138
peak9577,255,58
peak9578,355,412
peak9579,6,85
peak9580,118,159
peak9581,82,44
peak9582,59,67
peak9583,100,97
peak9584,69,38
peak9585,24,16
peak9586,23,8
peak9587,177,194
peak9588,131,185
peak9589,103,48
peak9590,110,137
peak9591,54,74
peak9592,21,67
peak9593,12,4
peak9594,166,149
peak9595,105,61
peak9596,82,49
peak9597,110,120
peak9598,54,29
peak9599,78,52
peak9600,45,18
peak9601,36,60
peak9602,43,73
peak9603,20,19
peak9604,36,52
peak9605,34,117
peak9606,77,93
peak9607,15,28
peak9608,25,78
peak9609,29,98
peak9610,143,240
peak9611,12,66
peak9612,46,116
peak9613,12,20
peak9614,8,45
peak9615,53,72
peak9616,60,51
peak9617,69,73
peak9618,243,205
peak9619,28,33
peak9620,10,75
peak9621,19,13
peak9622,11,23
peak9623,73,107
peak9624,39,43
peak9625,203,252
peak9626,77,157
peak9627,68,183
peak9628,50,59
peak9629,148,142
peak9630,71,69
peak9631,145,110
peak9632,381,290
peak9633,65,60
peak9634,142,188
peak9635,143,231
peak9636,27,32
peak9637,34,64
peak9638,31,26
peak9639,0,17
peak9640,1,15
peak9641,15,31
peak9642,28,31
peak9643,1,13
peak9644,13,4
peak9645,4,74
peak9646,56,91
peak9647,16,35
peak9648,89,40
peak9649,27,80
peak9650,9,6
peak9651,9,35
peak9652,8,44
peak9653,2,50
peak9654,32,63
peak9655,5,26
peak9656,50,29
peak9657,38,67
peak9658,66,64
peak9659,38,14
peak9660,190,166
peak9661,169,149
peak9662,9,12
peak9663,80,79
peak9664,83,119
peak9665,57,147
peak9666,69,77
peak9667,222,145
peak9668,26,17
peak9669,24,66
peak9670,14,70
peak9671,38,109
peak9672,80,84
peak9673,33,84
peak9674,102,185
peak9675,5,24
peak9676,72,84
peak9677,17,71
peak9678,118,138
peak9679,91,44
peak9680,47,78
peak9681,118,131
peak9682,4,16
peak9683,15,0
peak9684,22,40
peak9685,13,8
peak9686,8,4
peak9687,16,5
peak9688,12,23
peak9689,11,24
peak9690,6,3
peak9691,101,79
peak9692,21,20
peak9693,130,110
peak9694,0,25
peak9695,109,73
peak9696,20,28
peak9697,19,50
peak9698,34,38
peak9699,79,101
peak9700,139,112
peak9701,118,55
peak9702,16,37
peak9703,45,10
peak9704,162,69
peak9705,9,24
peak9706,49,21
peak9707,34,65
peak9708,6,23
peak9709,61,46
peak9710,12,27
peak9711,28,40
peak9712,50,30
peak9713,6,101
peak9714,14,46
peak9715,51,89
peak9716,14,26
peak9717,67,213
peak9718,4,37
peak9719,79,64
peak9720,32,62
peak9721,75,141
peak9722,86,86
peak9723,101,190
peak9724,23,40
peak9725,35,61
peak9726,31,21
peak9727,50,70
peak9728,71,40
peak9729,89,60
peak9730,134,113
peak9731,37,44
peak9732,24,82
peak9733,2,29
peak9734,97,43
peak9735,75,106
peak9736,21,54
peak9737,26,83
peak9738,42,37
peak9739,84,85
peak9740,93,121
peak9741,27,36
peak9742,56,55
peak9743,256,169
peak9744,22,42
peak9745,13,5
peak9746,1,21
peak9747,6,43
peak9748,9,28
peak9749,2,47
peak9750,41,63
peak9751,63,129
peak9752,17,36
peak9753,18,47
peak9754,245,223
peak9755,69,85
peak9756,117,100
peak9757,78,63
peak9758,21,164
peak9759,50,48
peak9760,77,82
peak9761,116,187
peak9762,45,15
peak9763,43,21
peak9764,126,67
peak9765,112,75
peak9766,85,62
peak9767,13,42
peak9768,18,45
peak9769,33,26
peak9770,155,144
peak9771,68,33
peak9772,13,28
peak9773,14,37
peak9774,112,136
peak9775,24,42
peak9776,11,34
peak9777,13,48
peak9778,20,44
peak9779,18,22
peak9780,23,62
peak9781,24,40
peak9782,8,40
peak9783,98,129
peak9784,58,113
peak9785,18,55
peak9786,20,22
peak9787,18,62
peak9788,26,50
peak9789,36,29
peak9790,45,97
peak9791,36,33
peak9792,33,30
peak9793,51,78
peak9794,56,117
peak9795,150,118
peak9796,37,6
peak9797,41,42
peak9798,62,88
peak9799,63,68
peak9800,128,117
peak9801,38,17
peak9802,50,73
peak9803,18,31
peak9804,31,65
peak9805,68,98
peak9806,29,17
peak9807,93,37
peak9808,85,80
peak9809,69,27
peak9810,79,85
peak9811,6,14
peak9812,48,16
peak9813,79,64
peak9814,18,1
peak9815,41,66
peak9816,33,14
peak9817,30,107
peak9818,12,47
peak9819,38,21
peak9820,57,12
peak9821,55,89
peak9822,39,28
peak9823,51,76
peak9824,13,101
peak9825,81,116
peak9826,40,27
peak9827,45,25
peak9828,17,13
peak9829,14,35
peak9830,59,81
peak9831,31,19
peak9832,306,232
peak9833,54,69
peak9834,41,46
peak9835,44,26
peak9836,43,100
peak9837,60,110
peak9838,34,19
peak9839,163,165
peak9840,45,32
peak9841,31,24
peak9842,53,42
peak9843,35,46
peak9844,95,37
peak9845,15,2
peak9846,31,33
peak9847,43,44
peak9848,30,45
peak9849,18,28
peak9850,123,129
peak9851,14,8
peak9852,60,109
peak9853,102,91
peak9854,181,269
peak9855,50,47
peak9856,116,196
peak9857,55,51
peak9858,87,44
peak9859,104,62
peak9860,102,69
peak9861,28,23
peak9862,93,169
peak9863,40,83
peak9864,135,211
peak9865,42,74
peak9866,10,67
peak9867,100,101
peak9868,34,28
peak9869,92,98
peak9870,162,187
peak9871,27,23
peak9872,39,27
peak9873,29,42
peak9874,29,39
peak9875,199,391
peak9876,91,122
peak9877,39,10
peak9878,132,138
peak9879,28,17
peak9880,23,50
peak9881,0,32
peak9882,14,97
peak9883,23,9
peak9884,8,36
peak9885,2,186
peak9886,57,117
peak9887,7,25
peak9888,52,74
peak9889,27,18
peak9890,93,155
peak9891,151,177
peak9892,35,77
peak9893,19,54
peak9894,175,215
peak9895,17,41
peak9896,98,56
peak9897,180,276
peak9898,16,43
peak9899,44,72
peak9900,62,33
peak9901,31,31
peak9902,133,175
peak9903,54,37
peak9904,21,78
peak9905,15,26
peak9906,124,166
peak9907,51,73
peak9908,2,19
peak9909,44,55
peak9910,128,197
peak9911,48,91
peak9912,40,33
peak9913,16,21
peak9914,60,57
peak9915,57,109
peak9916,52,129
peak9917,65,56
peak9918,122,173
peak9919,82,112
peak9920,120,83
peak9921,67,111
peak9922,115,120
peak9923,42,80
peak9924,8,54
peak9925,14,15
peak9926,129,44
peak9927,89,89
peak9928,88,86
peak9929,66,25
peak9930,141,104
peak9931,83,138
peak9932,72,64
peak9933,132,41
peak9934,132,165
peak9935,156,191
peak9936,47,63
peak9937,145,189
peak9938,31,66
peak9939,40,71
peak9940,20,12
peak9941,19,30
peak9942,90,67
peak9943,32,75
peak9944,79,89
peak9945,32,51
peak9946,156,183
peak9947,60,131
peak9948,3,26
peak9949,108,127
peak9950,183,152
peak9951,2,54
peak9952,48,156
peak9953,69,75
peak9954,114,195
peak9955,266,362
peak9956,22,10
peak9957,4,16
peak9958,12,4
peak9959,36,127
peak9960,12,1
peak9961,148,233
peak9962,23,71
peak9963,2,38
peak9964,94,130
peak9965,16,48
peak9966,3,32
peak9967,18,72
peak9968,50,217
peak9969,22,61
peak9970,4,11
peak9971,8,39
peak9972,18,9
peak9973,54,172
peak9974,10,34
peak9975,4,49
peak9976,17,19
peak9977,11,64
peak9978,6,38
peak9979,54,64
peak9980,19,6
peak9981,1,25
peak9982,19,5
peak9983,0,19
peak9984,9,26
peak9985,153,69
peak9986,55,6
peak9987,12,34
peak9988,260,325
peak9989,124,168
peak9990,123,120
peak9991,255,223
peak9992,136,138
peak9993,288,273
peak9994,193,321
peak9995,22,20
peak9996,117,118
peak9997,82,106
peak9998,46,42
peak9999,143,194
peak10000,2,21
peak10001,75,150
peak10002,78,81
peak10003,30,13
peak10004,42,50
peak10005,100,61
peak10006,54,32
peak10007,285,297
peak10008,106,50
peak10009,108,104
peak10010,157,117
peak10011,166,226
peak10012,179,220
peak10013,44,46
peak10014,207,201
peak10015,38,85
peak10016,36,68
peak10017,32,17
peak10018,57,62
peak10019,5,63
peak10020,35,36
peak10021,78,96
peak10022,22,102
peak10023,228,237
peak10024,50,27
peak10025,38,31
peak10026,193,186
peak10027,16,33
peak10028,174,223
peak10029,56,72
peak10030,117,171
peak10031,65,88
peak10032,152,119
peak10033,23,17
peak10034,6,30
peak10035,101,162
peak10036,31,47
peak10037,7,136
peak10038,68,129
peak10039,10,32
peak10040,0,12
peak10041,14,21
peak10042,84,203
peak10043,7,14
peak10044,21,134
peak10045,4,27
peak10046,12,5
peak10047,11,2
peak10048,239,385
peak10049,25,83
peak10050,21,60
peak10051,40,64
peak10052,4,47
peak10053,20,147
peak10054,34,122
peak10055,0,36
peak10056,40,80
peak10057,1,15
peak10058,28,35
peak10059,30,25
peak10060,7,18
peak10061,18,11
peak10062,91,181
peak10063,60,91
peak10064,65,104
peak10065,76,142
peak10066,79,128
peak10067,119,180
peak10068,324,263
peak10069,95,155
peak10070,16,7
peak10071,13,15
peak10072,19,66
peak10073,37,42
peak10074,12,38
peak10075,10,4
peak10076,6,48
peak10077,44,132
peak10078,60,128
peak10079,18,29
peak10080,34,44
peak10081,121,154
peak10082,13,5
peak10083,6,42
peak10084,171,137
peak10085,2,19
peak10086,74,106
peak10087,19,142
peak10088,38,64
peak10089,68,88
peak10090,110,90
peak10091,269,375
peak10092,128,75
peak10093,143,196
peak10094,98,58
peak10095,125,119
peak10096,18,37
peak10097,53,24
peak10098,7,2
peak10099,49,56
peak10100,39,7
peak10101,214,161
peak10102,108,203
peak10103,15,65
peak10104,56,48
peak10105,127,171
peak10106,85,54
peak10107,29,13
peak10108,171,106
peak10109,79,133
peak10110,110,298
peak10111,0,19
peak10112,178,103
peak10113,21,80
peak10114,159,60
peak10115,167,74
peak10116,59,68
peak10117,17,18
peak10118,15,25
peak10119,381,271
peak10120,60,47
peak10121,62,53
peak10122,4,34
peak10123,174,240
peak10124,155,137
peak10125,318,209
peak10126,208,103
peak10127,21,59
peak10128,64,7
peak10129,60,38
peak10130,125,280
peak10131,12,11
peak10132,49,130
peak10133,99,171
peak10134,33,159
peak10135,138,81
peak10136,2,66
peak10137,48,14
peak10138,1,37
peak10139,39,51
peak10140,15,8
peak10141,5,24
peak10142,57,106
peak10143,91,48
peak10144,70,41
peak10145,233,264
peak10146,29,47
peak10147,19,27
peak10148,39,58
peak10149,88,130
peak10150,28,25
peak10151,32,84
peak10152,3,32
peak10153,83,32
peak10154,87,86
peak10155,42,98
peak10156,118,106
peak10157,81,87
peak10158,83,71
peak10159,283,265
peak10160,13,53
peak10161,40,28
peak10162,193,117
peak10163,19,11
peak10164,17,0
peak10165,69,56
peak10166,222,247
peak10167,66,7
peak10168,35,57
peak10169,47,36
peak10170,30,8
peak10171,63,65
peak10172,156,105
peak10173,82,39
peak10174,12,33
peak10175,36,77
peak10176,50,31
peak10177,154,75
peak10178,513,420
peak10179,357,150
peak10180,37,44
peak10181,68,100
peak10182,40,53
peak10183,50,28
peak10184,31,34
peak10185,80,51
peak10186,38,23
peak10187,53,74
peak10188,38,19
peak10189,8,36
peak10190,33,64
peak10191,204,176
peak10192,76,94
peak10193,26,79
peak10194,72,126
peak10195,145,180
peak10196,21,52
peak10197,15,14
peak10198,8,32
peak10199,56,124
peak10200,28,94
peak10201,107,56
peak10202,7,52
peak10203,5,16
peak10204,534,543
peak10205,64,63
peak10206,80,135
peak10207,56,97
peak10208,30,34
peak10209,38,40
peak10210,161,157
peak10211,354,267
peak10212,55,56
peak10213,168,93
peak10214,83,141
peak10215,218,141
peak10216,53,128
peak10217,57,63
peak10218,69,84
peak10219,55,136
peak10220,9,0
peak10221,119,114
peak10222,95,86
peak10223,95,59
peak10224,73,96
peak10225,14,73
peak10226,256,253
peak10227,162,105
peak10228,143,220
peak10229,29,62
peak10230,143,138
peak10231,132,121
peak10232,97,72
peak10233,507,790
peak10234,367,468
peak10235,585,509
peak10236,50,109
peak10237,71,31
peak10238,56,43
peak10239,13,4
peak10240,9,1
peak10241,0,32
peak10242,10,5
peak10243,40,138
peak10244,8,3
peak10245,39,47
peak10246,6,3
peak10247,5,5
peak10248,6,16
peak10249,23,68
peak10250,6,50
peak10251,27,52
peak10252,18,48
peak10253,44,122
peak10254,13,24
peak10255,10,9
peak10256,4,0
peak10257,62,19
peak10258,40,69
peak10259,4,8
peak10260,150,154
peak10261,225,166
peak10262,42,84
peak10263,112,115
peak10264,89,105
peak10265,136,269
peak10266,44,44
peak10267,37,62
peak10268,27,28
peak10269,24,3
peak10270,168,124
peak10271,440,434
peak10272,233,336
peak10273,24,33
peak10274,44,44
peak10275,162,195
peak10276,20,77
peak10277,45,99
peak10278,6,63
peak10279,89,69
peak10280,120,144
peak10281,139,47
peak10282,59,56
peak10283,47,90
peak10284,13,3
peak10285,55,16
peak10286,113,221
peak10287,84,124
peak10288,23,54
peak10289,78,67
peak10290,57,97
peak10291,95,140
peak10292,436,361
peak10293,99,64
peak10294,104,117
peak10295,183,209
peak10296,266,492
peak10297,65,131
peak10298,8,2
peak10299,96,79
peak10300,202,102
peak10301,63,120
peak10302,44,74
peak10303,312,281
peak10304,87,150
peak10305,47,113
peak10306,4,0
peak10307,28,38
peak10308,95,61
peak10309,12,47
peak10310,45,58
peak10311,26,24
peak10312,115,118
peak10313,41,119
peak10314,62,139
peak10315,13,3
peak10316,133,156
peak10317,192,220
peak10318,6,0
peak10319,47,50
peak10320,37,41
peak10321,26,11
peak10322,29,21
peak10323,131,131
peak10324,43,43
peak10325,2,99
peak10326,51,73
peak10327,233,215
peak10328,41,77
peak10329,69,65
peak10330,23,24
peak10331,95,128
peak10332,126,89
peak10333,25,19
peak10334,177,370
peak10335,35,52
peak10336,430,371
peak10337,59,100
peak10338,184,141
peak10339,124,118
peak10340,65,77
peak10341,298,526
peak10342,35,56
peak10343,82,91
peak10344,27,24
peak10345,69,84
peak10346,98,138
peak10347,9,60
peak10348,57,50
peak10349,43,51
peak10350,61,74
peak10351,68,90
peak10352,339,430
peak10353,36,10
peak10354,28,42
peak10355,63,29
peak10356,58,19
peak10357,36,47
peak10358,91,33
peak10359,214,192
peak10360,195,259
peak10361,35,74
peak10362,39,8
peak10363,50,84
peak10364,184,170
peak10365,62,46
peak10366,73,145
peak10367,21,9
peak10368,19,68
peak10369,6,31
peak10370,26,101
peak10371,11,4
peak10372,12,10
peak10373,6,4
peak10374,15,41
peak10375,5,38
peak10376,20,69
peak10377,20,39
peak10378,11,5
peak10379,4,16
peak10380,11,2
peak10381,68,120
peak10382,93,153
peak10383,12,5
peak10384,0,22
peak10385,10,50
peak10386,4,25
peak10387,10,47
peak10388,75,127
peak10389,31,30
peak10390,14,4
peak10391,20,144
peak10392,57,220
peak10393,99,159
peak10394,39,41
peak10395,39,62
peak10396,13,17
peak10397,100,136
peak10398,73,120
peak10399,21,2
peak10400,4,27
peak10401,82,132
peak10402,9,50
peak10403,7,21
peak10404,149,271
peak10405,16,51
peak10406,16,22
peak10407,18,44
peak10408,260,465
peak10409,11,47
peak10410,20,120
peak10411,29,36
peak10412,220,397
peak10413,53,54
peak10414,50,18
peak10415,136,150
peak10416,10,94
peak10417,306,363
peak10418,112,84
peak10419,103,279
peak10420,514,524
peak10421,4,110
peak10422,26,69
peak10423,105,61
peak10424,35,68
peak10425,32,12
peak10426,3,22
peak10427,27,30
peak10428,249,321
peak10429,170,220
peak10430,36,60
peak10431,94,43
peak10432,90,148
peak10433,57,22
peak10434,34,53
peak10435,20,72
peak10436,5,47
peak10437,32,60
peak10438,11,52
peak10439,34,24
peak10440,72,124
peak10441,115,117
peak10442,17,38
peak10443,72,93
peak10444,222,267
peak10445,4,41
peak10446,18,6
peak10447,2,17
peak10448,25,54
peak10449,161,189
peak10450,74,34
peak10451,320,492
peak10452,229,212
peak10453,17,61
peak10454,76,91
peak10455,32,39
peak10456,139,49
peak10457,10,60
peak10458,90,77
peak10459,59,64
peak10460,49,112
peak10461,86,84
peak10462,51,72
peak10463,46,123
peak10464,33,322
peak10465,17,38
peak10466,5,32
peak10467,172,201
peak10468,45,32
peak10469,3,33
peak10470,308,350
peak10471,220,338
peak10472,12,34
peak10473,168,281
peak10474,1,31
peak10475,14,63
peak10476,227,347
peak10477,78,202
peak10478,28,125
peak10479,80,103
peak10480,89,112
peak10481,68,59
peak10482,18,11
peak10483,9,33
peak10484,16,43
peak10485,28,35
peak10486,62,158
peak10487,15,112
peak10488,45,55
peak10489,11,47
peak10490,3,22
peak10491,6,20
peak10492,2,10
peak10493,1,16
peak10494,2,14
peak10495,11,4
peak10496,9,10
peak10497,4,19
peak10498,6,18
peak10499,15,3
peak10500,10,21
peak10501,35,152
peak10502,73,219
peak10503,49,69
peak10504,129,291
peak10505,2,16
peak10506,0,11
peak10507,227,304
peak10508,62,51
peak10509,177,148
peak10510,107,156
peak10511,39,17
peak10512,159,220
peak10513,37,28
peak10514,296,408
peak10515,235,400
peak10516,74,121
peak10517,171,200
peak10518,178,154
peak10519,250,96
peak10520,67,167
peak10521,98,152
peak10522,83,122
peak10523,29,116
peak10524,148,255
peak10525,98,161
peak10526,135,228
peak10527,129,69
peak10528,62,145
peak10529,76,111
peak10530,36,40
peak10531,58,40
peak10532,120,171
peak10533,43,25
peak10534,22,47
peak10535,68,131
peak10536,16,46
peak10537,274,400
peak10538,77,120
peak10539,215,278
peak10540,223,203
peak10541,123,55
peak10542,26,106
peak10543,152,324
peak10544,16,12
peak10545,9,12
peak10546,170,270
peak10547,56,111
peak10548,71,55
peak10549,13,38
peak10550,138,60
peak10551,16,90
peak10552,31,207
peak10553,61,44
peak10554,205,75
peak10555,189,308
peak10556,204,275
peak10557,215,349
peak10558,364,567
peak10559,12,19
peak10560,266,122
peak10561,25,151
peak10562,114,298
peak10563,116,162
peak10564,216,439
peak10565,29,80
peak10566,47,77
peak10567,257,397
peak10568,90,121
peak10569,106,100
peak10570,10,11
peak10571,0,19
peak10572,3,14
peak10573,1,20
peak10574,51,76
peak10575,21,37
peak10576,34,71
peak10577,1,106
peak10578,20,18
peak10579,64,100
peak10580,10,60
peak10581,70,170
peak10582,5,11
peak10583,3,15
peak10584,8,27
peak10585,0,18
peak10586,46,71
peak10587,0,13
peak10588,3,22
peak10589,78,260
peak10590,149,108
peak10591,262,302
peak10592,726,946
peak10593,25,61
peak10594,13,280
peak10595,145,357
peak10596,318,639
peak10597,564,602
peak10598,15,192
peak10599,169,97
peak10600,196,306
peak10601,549,733
peak10602,182,232
peak10603,1549,1787
peak10604,479,571
peak10605,791,750
peak10606,23,13
peak10607,184,416
peak10608,159,321
peak10609,125,57
peak10610,18,50
peak10611,132,161
peak10612,18,8
peak10613,4,17
peak10614,295,491
peak10615,102,259
peak10616,425,755
peak10617,29,25
peak10618,4148,6204
peak10619,34,98
peak10620,52,124
peak10621,14,19
peak10622,28,52
peak10623,17,51
peak10624,25,37
peak10625,33,70
peak10626,9,12
peak10627,4,15
peak10628,1,7
peak10629,2,3
peak10630,0,10
peak10631,3,2
peak10632,6,7
peak10633,4,4
peak10634,4,2
peak10635,6,1
peak10636,0,15
peak10637,13,10
peak10638,4,8
peak10639,0,6
peak10640,3,6
peak10641,1,8
peak10642,2,1
peak10643,1,10
peak10644,9,9
peak10645,4,1
peak10646,0,7
peak10647,0,4
peak10648,4,0
peak10649,6,10
peak10650,1,3
peak10651,1,11
peak10652,4,5
peak10653,3,11
peak10654,1,11
peak10655,2,2
peak10656,7,9
peak10657,5,3
peak10658,2,2
peak10659,6,2
peak10660,2,0
peak10661,1,6
peak10662,3,9
peak10663,5,4
peak10664,5,4
peak10665,3,0
peak10666,8,5
peak10667,4,2
peak10668,3,7
peak10669,1,8
peak10670,4,8
peak10671,0,4
peak10672,1,6
peak10673,5,3
peak10674,0,8
peak10675,2,1
peak10676,5,3
peak10677,5,7
peak10678,5,10
peak10679,0,8
peak10680,0,5
peak10681,3,1
peak10682,5,3
peak10683,3,4
peak10684,2,8
peak10685,1,8
peak10686,9,8
peak10687,14,22
peak10688,5,8
peak10689,39,76
peak10690,31,69
peak10691,100,174
peak10692,77,74
peak10693,22,4
peak10694,1,14
peak10695,19,14
peak10696,3,41
peak10697,82,185
peak10698,12,47
peak10699,69,114
peak10700,42,53
peak10701,38,75
peak10702,28,38
peak10703,39,3
peak10704,77,114
peak10705,169,271
peak10706,77,30
peak10707,73,75
peak10708,171,248
peak10709,18,76
peak10710,312,464
peak10711,38,77
peak10712,51,65
peak10713,270,252
peak10714,33,44
peak10715,75,71
peak10716,17,36
peak10717,38,40
peak10718,59,72
peak10719,200,153
peak10720,68,85
peak10721,100,138
peak10722,95,144
peak10723,37,55
peak10724,52,72
peak10725,20,15
peak10726,26,15
peak10727,46,84
peak10728,50,73
peak10729,28,30
peak10730,24,14
peak10731,38,78
peak10732,95,107
peak10733,64,87
peak10734,37,35
peak10735,39,39
peak10736,15,72
peak10737,60,74
peak10738,60,45
peak10739,155,189
peak10740,127,165
peak10741,30,37
peak10742,7,26
peak10743,61,56
peak10744,57,87
peak10745,113,97
peak10746,15,28
peak10747,53,27
peak10748,55,33
peak10749,93,83
peak10750,86,62
peak10751,80,117
peak10752,42,29
peak10753,200,272
peak10754,61,93
peak10755,49,22
peak10756,111,99
peak10757,28,22
peak10758,191,233
peak10759,24,38
peak10760,50,53
peak10761,154,207
peak10762,75,66
peak10763,77,80
peak10764,12,3
peak10765,55,116
peak10766,134,252
peak10767,62,42
peak10768,55,64
peak10769,12,34
peak10770,81,72
peak10771,26,8
peak10772,12,29
peak10773,0,64
peak10774,7,2
peak10775,5,77
peak10776,5,6
peak10777,10,2
peak10778,23,37
peak10779,146,156
peak10780,14,26
peak10781,38,56
peak10782,14,23
peak10783,0,39
peak10784,32,80
peak10785,58,156
peak10786,6,53
peak10787,51,70
peak10788,0,30
peak10789,0,33
peak10790,8,90
peak10791,1,21
peak10792,12,1
peak10793,5,20
peak10794,37,42
peak10795,62,36
peak10796,26,102
peak10797,21,46
peak10798,69,109
peak10799,198,302
peak10800,33,21
peak10801,188,146
peak10802,40,42
peak10803,94,84
peak10804,295,153
peak10805,74,27
peak10806,40,35
peak10807,159,115
peak10808,52,80
peak10809,115,96
peak10810,20,37
peak10811,8,3
peak10812,32,43
peak10813,28,19
peak10814,13,60
peak10815,79,127
peak10816,14,48
peak10817,83,110
peak10818,71,34
peak10819,59,60
peak10820,80,105
peak10821,18,5
peak10822,31,62
peak10823,103,149
peak10824,48,16
peak10825,58,29
peak10826,141,184
peak10827,61,30
peak10828,40,38
peak10829,129,133
peak10830,56,127
peak10831,66,118
peak10832,4,2
peak10833,4,7
peak10834,39,36
peak10835,121,191
peak10836,26,17
peak10837,42,92
peak10838,19,7
peak10839,25,15
peak10840,22,15
peak10841,11,38
peak10842,295,399
peak10843,83,114
peak10844,399,519
peak10845,25,11
peak10846,29,57
peak10847,62,91
peak10848,59,77
peak10849,24,5
peak10850,164,167
peak10851,62,95
peak10852,44,43
peak10853,124,116
peak10854,42,28
peak10855,65,98
peak10856,169,193
peak10857,158,226
peak10858,165,125
peak10859,98,166
peak10860,63,138
peak10861,76,84
peak10862,35,36
peak10863,87,157
peak10864,34,69
peak10865,38,41
peak10866,21,57
peak10867,94,120
peak10868,38,26
peak10869,12,29
peak10870,39,69
peak10871,49,21
peak10872,11,7
peak10873,56,61
peak10874,310,360
peak10875,34,50
peak10876,45,16
peak10877,11,41
peak10878,36,47
peak10879,106,142
peak10880,6,63
peak10881,94,107
peak10882,60,82
peak10883,176,311
peak10884,26,29
peak10885,23,41
peak10886,102,156
peak10887,35,46
peak10888,90,141
peak10889,457,375
peak10890,85,77
peak10891,56,49
peak10892,297,295
peak10893,21,76
peak10894,9,26
peak10895,9,71
peak10896,56,73
peak10897,111,68
peak10898,43,80
peak10899,53,69
peak10900,43,13
peak10901,102,108
peak10902,12,19
peak10903,80,81
peak10904,24,44
peak10905,25,8
peak10906,6,16
peak10907,8,18
peak10908,0,28
peak10909,33,69
peak10910,142,255
peak10911,34,59
peak10912,109,35
peak10913,16,11
peak10914,16,68
peak10915,7,45
peak10916,14,61
peak10917,19,11
peak10918,310,296
peak10919,134,128
peak10920,169,142
peak10921,53,81
peak10922,120,111
peak10923,14,19
peak10924,13,32
peak10925,36,44
peak10926,0,17
peak10927,7,1
peak10928,26,45
peak10929,57,124
peak10930,23,35
peak10931,20,113
peak10932,2,30
peak10933,20,54
peak10934,35,14
peak10935,68,29
peak10936,31,16
peak10937,163,233
peak10938,27,41
peak10939,43,55
peak10940,208,349
peak10941,29,15
peak10942,42,70
peak10943,77,45
peak10944,260,265
peak10945,40,25
peak10946,54,55
peak10947,139,216
peak10948,60,23
peak10949,223,260
peak10950,53,16
peak10951,31,77
peak10952,172,294
peak10953,249,324
peak10954,80,103
peak10955,62,120
peak10956,96,51
peak10957,8,22
peak10958,231,348
peak10959,510,384
peak10960,24,13
peak10961,266,305
peak10962,133,204
peak10963,219,199
peak10964,14,12
peak10965,60,56
peak10966,63,7
peak10967,131,128
peak10968,30,15
peak10969,134,92
peak10970,194,324
peak10971,42,33
peak10972,106,78
peak10973,58,111
peak10974,24,47
peak10975,89,105
peak10976,33,100
peak10977,9,22
peak10978,156,89
peak10979,41,104
peak10980,2,16
peak10981,16,19
peak10982,208,173
peak10983,13,6
peak10984,128,157
peak10985,7,76
peak10986,10,54
peak10987,11,4
peak10988,39,37
peak10989,11,62
peak10990,58,17
peak10991,335,349
peak10992,99,159
peak10993,29,10
peak10994,41,54
peak10995,160,201
peak10996,65,51
peak10997,90,50
peak10998,26,154
peak10999,16,45
peak11000,0,16
peak11001,9,2
peak11002,26,64
peak11003,230,244
peak11004,85,181
peak11005,188,173
peak11006,17,26
peak11007,4,28
peak11008,6,26
peak11009,46,56
peak11010,99,95
peak11011,32,39
peak11012,38,16
peak11013,86,87
peak11014,104,71
peak11015,88,30
peak11016,68,42
peak11017,173,174
peak11018,2,33
peak11019,16,71
peak11020,16,10
peak11021,4,27
peak11022,4,38
peak11023,42,73
peak11024,17,16
peak11025,5,1
peak11026,31,58
peak11027,158,216
peak11028,44,106
peak11029,7,4
peak11030,241,136
peak11031,29,39
peak11032,24,29
peak11033,14,20
peak11034,86,123
peak11035,17,4
peak11036,11,11
peak11037,230,222
peak11038,6,28
peak11039,2,4
peak11040,5,13
peak11041,18,62
peak11042,101,319
peak11043,33,192
peak11044,27,17
peak11045,13,11
peak11046,180,179
peak11047,39,28
peak11048,29,55
peak11049,42,59
peak11050,18,48
peak11051,38,51
peak11052,78,77
peak11053,50,55
peak11054,44,40
peak11055,81,69
peak11056,7,23
peak11057,173,315
peak11058,37,57
peak11059,39,54
peak11060,62,67
peak11061,127,169
